Column1.PARTYMST_DESC,Industry,Sub-Industry / Activity,Confidence,Source
BISMI INTERNATIONAL GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BISMI INTERNATIONAL GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BISMI INTERNATIONAL GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BISMI INTERNATIONAL GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BISMI INTERNATIONAL GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BISMI INTERNATIONAL GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BISMI INTERNATIONAL GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BITS IMPEX GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BITS IMPEX GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BITS IMPEX GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BITS IMPEX GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BLACK STAR LOUNGE RESTAURANTS MANAGEMENT LLC,Food Service,Restaurant management,High,Name-derived
BLACK TULIP FRESH PRODUCE LLC,Fresh Produce & Grocery,Fresh produce distribution,High,Name-derived
BLACKBOX GLOBAL LUXURY GROUP DMCC,Luxury Retail,Luxury goods trading,High,Name-derived
BLOOMBER GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BLUE HORIZON SERVICES & OIL FIELD MAINTENANCE LLC,Oil & Gas Services,Oilfield maintenance services,High,Name-derived
BLUE HORIZON SERVICES & OIL FIELD MAINTENANCE LLC,Oil & Gas Services,Oilfield maintenance services,High,Name-derived
BLUE HORIZON SERVICES & OIL FIELD MAINTENANCE LLC,Oil & Gas Services,Oilfield maintenance services,High,Name-derived
BLUE HORIZON SERVICES & OIL FIELD MAINTENANCE LLC,Oil & Gas Services,Oilfield maintenance services,High,Name-derived
BLUE HORIZON SERVICES & OIL FIELD MAINTENANCE LLC,Oil & Gas Services,Oilfield maintenance services,High,Name-derived
BLUE LINE ESTABLISHMENT,Unclassified,Insufficient information in name,Low,Name-derived
BLUE LINE L.L.C – S.P.C.,Unclassified,Insufficient information in name,Low,Name-derived
BLUE OCEAN HEALTH FZ LLC,Healthcare,Health services / products,Medium,Name-derived
BLUE OCEAN HEALTH FZ LLC,Healthcare,Health services / products,Medium,Name-derived
BMJ INDUSTRIES FZ LLC,Manufacturing,Industrial manufacturing,Low,Name-derived
BOMBAY CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BORG ROLLS WARNER MIDDLE EAST LLC,Automotive Parts Trading,Aftermarket spare parts for European trucks & heavy equipment,High,Web-verified
BORG ROLLS WARNER MIDDLE EAST LLC,Automotive Parts Trading,Aftermarket spare parts for European trucks & heavy equipment,High,Web-verified
BOSE UAE TRADING L.L.C,Consumer Electronics,Audio equipment distribution (Bose),High,Name-derived
BOSE UAE TRADING L.L.C,Consumer Electronics,Audio equipment distribution (Bose),High,Name-derived
BOSE UAE TRADING L.L.C,Consumer Electronics,Audio equipment distribution (Bose),High,Name-derived
BPAS FOODSUFF TRADING,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
BRAINFREEZE INTERIOR DECORATION LLC,Fit-Out & Joinery,Interior decoration,High,Name-derived
BRANDS ELECTRICAL EQUIPMENT LLC,Electrical Trading,Electrical products & services,Medium,Name-derived
BRANDS ELECTRICAL EQUIPMENT LLC,Electrical Trading,Electrical products & services,Medium,Name-derived
BRANO GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BRANO GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BRANO GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BRANO TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BRIGADE PLUS ELECTROMECHANICAL WORKS LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
BRIGADE PLUS ELECTROMECHANICAL WORKS LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
BRIGHT LINE REFRIGERATION AND AIR CONDITIONING TRADING LLC,HVAC Trading,Refrigeration & AC equipment,High,Name-derived
BRIGHT STONE GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BRIGHT STONE GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BROCADE GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BROCADE GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
BROTHERS COOL AC SPARE PARTS TRADING LLC,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
BROTHERS COOL AC SPARE PARTS TRADING LLC,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
BROTHERS COOL AC SPARE PARTS TRADING LLC,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
BRU MIDDLE EAST FZE,Textiles & Apparel Trading,Furnishing fabrics,High,Name-derived
BRU TEXTILES NV,Textiles & Apparel Trading,Furnishing fabrics,High,Name-derived
BULGARI MIDDLE EAST BRANCH,Luxury Retail,Jewellery & watches (LVMH / Bulgari),High,Name-derived
BULGARI MIDDLE EAST BRANCH,Luxury Retail,Jewellery & watches (LVMH / Bulgari),High,Name-derived
BULGARI MIDDLE EAST BRANCH,Luxury Retail,Jewellery & watches (LVMH / Bulgari),High,Name-derived
BULGARI MIDDLE EAST BRANCH,Luxury Retail,Jewellery & watches (LVMH / Bulgari),High,Name-derived
BULGARI MIDDLE EAST BRANCH,Luxury Retail,Jewellery & watches (LVMH / Bulgari),High,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BURAQ ALLAIL BUILDING CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
BUSS ENGINEERING & HEAVY EQUIPMENT REPAIRING LLC,Equipment Maintenance,Heavy equipment repair,High,Name-derived
BUSS ENGINEERING & HEAVY EQUIPMENT REPAIRING LLC,Equipment Maintenance,Heavy equipment repair,High,Name-derived
BUSS ENGINEERING & HEAVY EQUIPMENT REPAIRING LLC,Equipment Maintenance,Heavy equipment repair,High,Name-derived
C.J. TEC CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
C4C TECHNOLOGIES LLC,IT Services,Technology solutions,Medium,Name-derived
C4C TECHNOLOGIES LLC,IT Services,Technology solutions,Medium,Name-derived
CALCULAZ INTERNATIONAL FZE,Technology,Technology / business solutions,Low,Name-derived
CALICUT EASTERN GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
CALICUT EASTERN GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
CALICUT EASTERN GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
CALICUT EASTERN GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
CAMTECH MANUFACTURING FZCO,Manufacturing - Machinery,Valves & instrumentation fittings,High,Name-derived
CAMTECH MANUFACTURING FZCO,Manufacturing - Machinery,Valves & instrumentation fittings,High,Name-derived
CAMTECH MANUFACTURING FZCO,Manufacturing - Machinery,Valves & instrumentation fittings,High,Name-derived
CAMTECH MANUFACTURING FZCO,Manufacturing - Machinery,Valves & instrumentation fittings,High,Name-derived
CAMTECH MANUFACTURING FZCO,Manufacturing - Machinery,Valves & instrumentation fittings,High,Name-derived
CAPITAL BUSINESS CHANNEL TV FZ LLC,Media & Entertainment,TV broadcasting,High,Name-derived
CAPITAL BUSINESS CHANNEL TV FZ LLC,Media & Entertainment,TV broadcasting,High,Name-derived
CAPITAL BUSINESS CHANNEL TV FZ LLC,Media & Entertainment,TV broadcasting,High,Name-derived
CARNABY GENERAL TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
CASAL LLC,Unclassified,Insufficient information in name,Low,Name-derived
CASAL LLC,Unclassified,Insufficient information in name,Low,Name-derived
CASAL LLC,Unclassified,Insufficient information in name,Low,Name-derived
CASAL LLC,Unclassified,Insufficient information in name,Low,Name-derived
CASAL LLC,Unclassified,Insufficient information in name,Low,Name-derived
CASAL LLC,Unclassified,Insufficient information in name,Low,Name-derived
CASAL LLC,Unclassified,Insufficient information in name,Low,Name-derived
CASAL LLC,Unclassified,Insufficient information in name,Low,Name-derived
CASAL LLC,Unclassified,Insufficient information in name,Low,Name-derived
CASAL LLC,Unclassified,Insufficient information in name,Low,Name-derived
CASH CUSTOMER,Not a company,Walk-in / cash sales ledger account,High,Name-derived
CASPIAN GULF FZE,Trading & Distribution,General trading,Low,Name-derived
CASTLE REFRIGERATION EQUIPMENT TRADING LLC,HVAC Trading,Refrigeration equipment,High,Name-derived
CAVALIER CLEAN CLEANING BUILDINGS - SOLE PROPRIETORSHIP L.L.C,Facilities Management,Building cleaning services,High,Name-derived
CEDAR PHARMACEUTICALS LLC,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
CEDAR PHARMACEUTICALS LLC,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
CEDAR PHARMACEUTICALS LLC,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
CEDAR PHARMACEUTICALS LLC,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
CEDAR PHARMACEUTICALS LLC,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
CENTAUR ELECTRO MECHANICAL CONTRACTING CO. (L.L.C),MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
CENTURY EQUIPMENT COMPANY LLC,Industrial Equipment,Equipment supply,Medium,Name-derived
CHAUDHRY ALTAF TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
CHENADAN FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
CHINA STATE CONSTRUCTION ENGRG. CORP.(MIDDLE EAST) LLC,Construction & Contracting,Main contractor (CSCEC),High,Name-derived
CHINA STATE CONSTRUCTION ENGRG. CORP.(MIDDLE EAST) LLC,Construction & Contracting,Main contractor (CSCEC),High,Name-derived
CHINA STATE CONSTRUCTION ENGRG. CORP.(MIDDLE EAST) LLC,Construction & Contracting,Main contractor (CSCEC),High,Name-derived
CHOCO PALACE CHOCOLATE FACTORY L.L.C,Manufacturing - Food,Chocolate & confectionery,High,Name-derived
CIMAC,Unclassified,Insufficient information in name,Low,Name-derived
CIRCLE K,Retail,Convenience stores / forecourt retail,High,Name-derived
CIRCLE K,Retail,Convenience stores / forecourt retail,High,Name-derived
CIRCLE K,Retail,Convenience stores / forecourt retail,High,Name-derived
CIRCLE K,Retail,Convenience stores / forecourt retail,High,Name-derived
CIRCLE K,Retail,Convenience stores / forecourt retail,High,Name-derived
CIRCLE K,Retail,Convenience stores / forecourt retail,High,Name-derived
CIRCLE K,Retail,Convenience stores / forecourt retail,High,Name-derived
CITADEL PROPERTIES LLC,Real Estate,Property development / management,High,Name-derived
CITADEL PROPERTIES LLC,Real Estate,Property development / management,High,Name-derived
CITY EXPERTS CONSTRUCTIONS L.L.C.,Construction & Contracting,Building & civil contracting,Medium,Name-derived
CITY SPACE LLC,Fit-Out & Joinery,Interior fit-out,Medium,Name-derived
CITY SPACE LLC,Fit-Out & Joinery,Interior fit-out,Medium,Name-derived
CITY SPACE LLC,Fit-Out & Joinery,Interior fit-out,Medium,Name-derived
CITY SPACE LLC,Fit-Out & Joinery,Interior fit-out,Medium,Name-derived
CITY SPACE LLC,Fit-Out & Joinery,Interior fit-out,Medium,Name-derived
CIVIL POWER GENERAL CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
CIVIL POWER GENERAL CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
CIVIL POWER GENERAL CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
CLA EMIRATES CHARTERED ACCOUNTANTS AND AUDITORS LLC,Professional Services,"Audit, tax & advisory",High,Name-derived
CLEAN BLAST INTERNATIONAL L.L.C.,Metal Treatment Services,Blasting & surface preparation,High,Name-derived
COASTAL INVESTMENT,Investment & Holding,Investment company,Medium,Name-derived
COASTAL INVESTMENT,Investment & Holding,Investment company,Medium,Name-derived
COASTAL INVESTMENT,Investment & Holding,Investment company,Medium,Name-derived
COASTAL INVESTMENT,Investment & Holding,Investment company,Medium,Name-derived
COASTAL INVESTMENT,Investment & Holding,Investment company,Medium,Name-derived
COASTAL INVESTMENT,Investment & Holding,Investment company,Medium,Name-derived
COASTAL INVESTMENT,Investment & Holding,Investment company,Medium,Name-derived
COCOA PALACE SWEETS (S.P.S - L.L.C),Manufacturing - Food,Confectionery & sweets,High,Name-derived
COMFORT ELEVATORS & ESCALATORS,Elevators & Escalators,Lift installation & maintenance,High,Name-derived
COMFORT ELEVATORS & ESCALATORS,Elevators & Escalators,Lift installation & maintenance,High,Name-derived
COMFORT ELEVATORS & ESCALATORS,Elevators & Escalators,Lift installation & maintenance,High,Name-derived
COMFORT ELEVATORS & ESCALATORS,Elevators & Escalators,Lift installation & maintenance,High,Name-derived
COMFORT ELEVATORS & ESCALATORS,Elevators & Escalators,Lift installation & maintenance,High,Name-derived
Company T R E,Unclassified,Insufficient information in name,Low,Name-derived
Company T R E,Unclassified,Insufficient information in name,Low,Name-derived
Company T R E,Unclassified,Insufficient information in name,Low,Name-derived
Company T R E,Unclassified,Insufficient information in name,Low,Name-derived
Company T R E,Unclassified,Insufficient information in name,Low,Name-derived
Company T R E,Unclassified,Insufficient information in name,Low,Name-derived
CONCAVE TRADING,Trading & Distribution,General trading,Low,Name-derived
CONCORDIA INTERNATIONAL MIDDLE EAST FZ-LLC,Facilities Management,Integrated FM services,High,Name-derived
CONCORDIA INTERNATIONAL MIDDLE EAST FZ-LLC,Facilities Management,Integrated FM services,High,Name-derived
CONSTECH CONSTRUCTION LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
CONSTRUCTION DYNAMICS,Construction & Contracting,Contracting,High,Name-derived
CONSTRUCTION DYNAMICS,Construction & Contracting,Contracting,High,Name-derived
CONTROL & APPLICATIONS EMIRATES L.L.C.,MEP & Electromechanical,Control systems & instrumentation,High,Name-derived
COOL LINE. RAD.& AUTO.SPARE PARTS TR.L L C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
COOL LINE. RAD.& AUTO.SPARE PARTS TR.L L C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
COOL LINE. RAD.& AUTO.SPARE PARTS TR.L L C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
COOL LINE. RAD.& AUTO.SPARE PARTS TR.L L C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
COOLLINE RADIATORS AND AC SPARE PARTS TRADING,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
CORE METAL LLC,Manufacturing - Metals,Metal fabrication,Medium,Name-derived
CORE METAL LLC,Manufacturing - Metals,Metal fabrication,Medium,Name-derived
CORE METAL LLC,Manufacturing - Metals,Metal fabrication,Medium,Name-derived
CORE METAL LLC,Manufacturing - Metals,Metal fabrication,Medium,Name-derived
CORE METAL LLC,Manufacturing - Metals,Metal fabrication,Medium,Name-derived
CORNISH ARABIAN ALUMINIUM FACTORY LLC,Manufacturing - Building Products,Aluminium products,High,Name-derived
